Name,Colecao,Estante,Grupo,Genero,Subgenero,AnoPublicacao,Origem,Escritor,GeneroEscritor,Editora,Etiqueta,Formato,Status,Meta,ClubeLivro,DataClube,TotalPagina,Capa,DataInicio,DataFim,,,,,,,,,,,,,,
Taquion 9: Folclore Brasileiro,Taquion FC,Revista,Ficção,Científica,,2025,Brasil,,,Clube Brasileiro de Ficção Científica,Tenho,EPUB,Quero Ler,,,,50,https://taquionfc.com.br/v1/wp-content/uploads/2025/05/Taquion9-capa-1173x1536.jpg,,,,,,,,,,,,,,,,
Suprassuma 2: Fobias,Suprassuma,Revista,Ficção,Horror,,2022,Brasil,,,Suma,Tenho,EPUB,Quero Ler,,,,172,https://m.media-amazon.com/images/I/91iKvf3tVhL._SL1500_.jpg,,,,,,,,,,,,,,,,
Suprassuma 1: Primeira Vez,Suprassuma,Revista,Ficção,Horror,,2021,Brasil,,,Suma,Tenho,EPUB,Quero Ler,,,,163,https://m.media-amazon.com/images/I/A14Xxbq4aIL._SL1500_.jpg,,,,,,,,,,,,,,,,
Uma princesa de Marte #1,Barsoom,Livro ,Ficção ,Fantasia,,,,Edgar Rice Burrough,Masculino,Aleph,Desejado,,Quero Ler,,,,272,,,,,,,,,,,,,,,,,
Amor em tempos de Cólera ,,Livro,Ficção,Romance,Realismo mágico,1985,Colômbia,Gabriel García Márquez,Masculino,Record,Desejado,-,Quero Ler,,,,432,https://m.media-amazon.com/images/I/81UNmHO4OwL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Elegância do Ouriço,,Livro,Ficção,Romance,Realismo Mágico,2008,França,Muriel Barber,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,352,https://m.media-amazon.com/images/I/81RQ4KJInTS._SL1500_.jpg,,,,,,,,,,,,,,,,
Caçando Carneiros,,Livro,Ficção,Romance,Realismo mágico,1982,Japão,Haruki Murakami,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,336,https://m.media-amazon.com/images/I/61Cfte2AjeL._SL1500_.jpg,,,,,,,,,,,,,,,,
Cem Anos De Solidão,,Livro,Ficção,Fantasia,,1967,Colômbia,Gabriel García Márquez,Masculino,Record,Desejado,-,Quero Ler,,,,448,https://m.media-amazon.com/images/I/817esPahlrL._SL1500_.jpg,,,,,,,,,,,,,,,,
Crônica Do Pássaro De Corda,,Livro,Ficção,Romance,Realismo mágico,1994,Japão,Haruki Murakami,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,768,https://m.media-amazon.com/images/I/81MvW2ODhqL._SL1500_.jpg,,,,,,,,,,,,,,,,
Minha Querida Sputnik,,Livro,Ficção,Romance,Realismo mágico,1999,Japão,Haruki Murakami,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,232,https://m.media-amazon.com/images/I/91KFlQwqoXL._SL1500_.jpg,,,,,,,,,,,,,,,,
Kafka À Beira-Mar,,Livro,Ficção,Romance,Realismo mágico,2002,Japão,Haruki Murakami,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,510,https://m.media-amazon.com/images/I/81GwLNxuBBL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Parque Das Irmãs Magníficas,,Livro,Ficção,Romance,Realismo mágico,2021,Argentina,Camila Sosa Vilada,Feminino,Tusquets,Desejado,-,Quero Ler,,,,208,https://m.media-amazon.com/images/I/81P7D0l+xpS._SL1500_.jpg,,,,,,,,,,,,,,,,
Ardil-22,,Livro,Ficção,Romance,Sátira,1961,Estados Unidos,Joseph Heller,Masculino,Best Seller,Desejado,-,Quero Ler,,,,560,https://m.media-amazon.com/images/I/71IPFEg-yAL._SL1500_.jpg,,,,,,,,,,,,,,,,
Forrest Gump,,Livro,Ficção,Romance,,1986,Estados Unidos,Winston Groom,Masculino,Aleph,Desejado,-,Quero Ler,,,,392,https://m.media-amazon.com/images/I/9186sLg7SXL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Despertar,,Livro,Ficção,Romance,,1899,Estados Unidos,Kate Chopin,Feminino,Grua Livros,Desejado,-,Quero Ler,,,,240,https://m.media-amazon.com/images/I/51lrITMFR0L._SL1500_.jpg,,,,,,,,,,,,,,,,
Knulp: Três Histórias Da Vida De Um Andarilho,,Livro,Ficção,Romance,,2020,Alemanha,Hermann Hesse,Masculino,Todavia,Desejado,-,Quero Ler,,,,99,https://m.media-amazon.com/images/I/71GE9qihh+L._SL1500_.jpg,,,,,,,,,,,,,,,,
Desemprego E Outras Heresias,,Livro,Não Ficção,Economia,Mercado de Trabalho,2022,Brasil,Bruno Inácio,Masculino,-,Desejado,-,Quero Ler,,,,-,-,,,,,,,,,,,,,,,,
O Mito Da Beleza,,Livro,Não Ficção,Sociologia,Feminismo,1990,Estados Unidos,Naomi Wolf,Feminino,Rosa dos Tempos,Desejado,-,Quero Ler,,,,490,https://m.media-amazon.com/images/I/8177asxnGGL._SL1500_.jpg,,,,,,,,,,,,,,,,
Sociedade Do Cansaço,,Livro,Não Ficção,Filosofia,Sociedade Contemporânea,2019,Alemanha,Byung-Chul Han,Masculino,Vozes,Desejado,-,Quero Ler,,,,136,https://m.media-amazon.com/images/I/615xknuR6CL._SL1500_.jpg,,,,,,,,,,,,,,,,
Tempos Líquidos,,Livro,Não Ficção,Filosofia,Modernidade,2007,Polônia,Zygmunt Bauman,Masculino,Zahar,Desejado,-,Quero Ler,,,,120,https://m.media-amazon.com/images/I/61zIsZYHP6S._SL1500_.jpg,,,,,,,,,,,,,,,,
Modernidade Líquida,,Livro,Não Ficção,Filosofia,Modernidade,1999,Polônia,Zygmunt Bauman,Masculino,Zahar,Desejado,-,Quero Ler,,,,280,https://m.media-amazon.com/images/I/51RuPVku+sS._SL1500_.jpg,,,,,,,,,,,,,,,,
Amor Líquido,,Livro,Não Ficção,Filosofia,Modernidade,2003,Polônia,Zygmunt Bauman,Masculino,Zahar,Desejado,-,Quero Ler,,,,192,https://m.media-amazon.com/images/I/61H-WiwbS5L._SL1500_.jpg,,,,,,,,,,,,,,,,
O Sentido das Águas: Historia do Rio Negro,,Livro,Não Ficção,,,,,Drauzio Varella,Masculino,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
Por um Fio,,Livro,Não Ficção,,,,,Drauzio Varella,Masculino,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
O Exercício da Incerteza: Memórias,,Livro,Não Ficção,,,,,Drauzio Varella,Masculino,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
A Teoria das Janelas Quebradas,,Livro,Não Ficção,,,,,Drauzio Varella,Masculino,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
Borboletas da Alma: Ensaios Sobre Ciência e Saúde,,Livro,Não Ficção,,,,,Drauzio Varella,Masculino,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
A Inteligência das Aves,,Livro,Não Ficção,Biologia,Ornitologia,2022,Estados Unidos,Jenifer Ackerman,Masculino,Fósforo Editora,Não Tenho,-,Quero Ler,,,,368,https://m.media-amazon.com/images/I/91PkrbB91FL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Sabedoria das Corujas,,Livro,Não Ficção,Biologia,Ornitologia,2025,Estados Unidos,Jenifer Ackerman,Masculino,Fósforo Editora,Não Tenho,-,Quero Ler,,,,336,https://m.media-amazon.com/images/I/81FHwBKMX5L._SL1500_.jpg,,,,,,,,,,,,,,,,
T-SQL Fundamentals,,Livro,Não Ficção,Tecnologia,SQL,,,Itzik Ben-Gan,Masculino,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
Data Engineering Design Patterns,,Livro,Não Ficção,Tecnologia,Dados,2025,Polônia,Bartosz Konieczny,Masculino,O'Reilly Media,Não Tenho,-,Quero Ler,,,,372,https://m.media-amazon.com/images/I/81EYIj3lFYL._SL1500_.jpg,,,,,,,,,,,,,,,,
Declínio de um Homem,,Livro,,,,,,Osamu Dazai,Masculino,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
O Estrangeiro,,Livro,Ficção ,,,,,Albert Camus,Masculino,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
O Mistério das Catedrais,,Livro,Não Ficção,,,,,Fulcanelli,Masculino,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
As Intermitências da Morte,,Livro,Ficção ,,,,,José Saramago,Masculino,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
Em nome da Rosa,,Livro ,Ficção ,Histórica,,,,,,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
Na terra do Cervo Branco,,Livro ,Ficção ,Histórica,,,,,,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
Portões de Fogo,,Livro,Ficção ,Histórica,,,,,,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
Como Tigres na Neve,,Livro,Ficção ,Histórica,,,,,,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
As intermitência da Morte ,,,,,,,,,,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Não Tenho,-,Quero Ler,,,,,,,,,,,,,,,,,,,,,
